comment,comment_id,name,score,shop_id,shop_url,star,time
深圳的，这是唯了的店，这店的茶点真是棒了，不满意的就是自己的胃实小，没法把他的茶点每样吃遍。虾籽虾蒸烧麦真是赞了，用料特别足，上面个大大的虾新Q弹，里面的肉也非常滑。乳鸽个头不大，味道偏淡不过配有有椒盐粉，虽然皮不是特别但里面的肉汁。经典莓花酥第口上会得油，但混合莓酱吃就没有这种腻的感，感特别调。水晶经典草莓果颜非常高，颜色晶莹剔，冲着这漂亮的颜就够了……,0,慧儿,,111515699,http://evt.dianping.com/synthesislink/5385.html?shopId=111515699,50,2019-03-19 22:13
周末繁楼喝早茶，得比较早，挺而且还有车，停到10点。「米肠」别扎实，比点都的好。「双皮奶」也很！我点的冻的，奶味很足很细滑，孩子人。「蘩楼露笋饺皇」饺里面有两，料足。「花旗汤饺王」这最不满，里面睫毛还是什么东西，服务帮忙退掉了。「灼田园菜心」看起都很粗根以为很老，其实还挺嫩的「水晶经典草梅菓」其实就是冻啦，的，不功不过吧。「山西醋蒸凤爪」我喜欢！比起普通的xo蒸开胃，解腻。「丹麦酥皮水塔」点太3人不动了这我没动。本想给五颗星的，要是没到不明物体就完美了。东西还是好的，毕竟深圳是很的啦！,1,我不能吃黑皮猪的,,111515699,http://evt.dianping.com/synthesislink/5385.html?shopId=111515699,40,2019-03-16 11:51
华强北2线地铁口附近，店面挺香的，人很多，中午12点左右来就要等位了。茶费有点贵，最便宜的茶7元个人，漏单现象较严重，上菜较慢，服务人员很忙，较难。出品还是不的，蟹子鲜虾烧卖肉很新鲜，虾倒是。艇仔用料很，面的鱿和片很新鲜。混酱肠粉不，酱料的道搭配得很好，肠粉分量。总的来说出品不，但是服务要提升，特别是漏单现象，建完单自再核对遍。,2,小熊猫爱吃辣,,111515699,http://evt.dianping.com/synthesislink/5385.html?shopId=111515699,40,2019-03-19 17:30
来。装修式，还是感觉的。米肠还行，皮滑滑的，但貌似都得的个更大？外皮更。皮奶上面杏还吧，不是很香，乳糖不耐受者只吃了杏。烧麦还行，虾满。滑蛋牛粥道不错，没吃牛，同说牛稍微老？XO酱炒萝卜糕还不错，丢丢。黄金糕甜，小伙说很喜欢。乳鸽还，没特别的热辣炉，像还没我们上次在盒马鲜生吃的吃。鱼的鱼……没吃来，。希望下面个吸纸。普洱没都得的喝。晚上人还挺多的。个人，我还是更喜欢都得。,3,啊baoa,,111515699,http://evt.dianping.com/synthesislink/5385.html?shopId=111515699,40,2019-03-15 09:34
之前过年间去过湖那家分店 体验比较差次跟亲戚们喝茶 就近选了华北家 感些就是从务上来说 的务员目很多 手脚麻利很多 但的座位什么的安的比较密啊 感不适合全家老小的喝茶等位的话周末到了高峰估计要等 上菜速度倒是蛮快的其实喝茶的些东西倒是没有很惊艳啊 就是中规中矩吧 就是贡菜饺的那个皮厚了 其他红米肠 菜卷什么的可以试试 价比ok,4,Samsam702,,111515699,http://evt.dianping.com/synthesislink/5385.html?shopId=111515699,30,2019-03-20 00:24
就想拔草，是人多，二来不遠就點和勝，就直耽誤著⋯ [境]週末點半到達，順利入座。環境與居類似，乾淨整齊廣味足。 [服务]上菜都是蒸籠蓋子蓋好端來，衛生乾淨。加水也分主動。 「蘩楼露笋虾饺皇」蝦餃皇招牌，調味重，香口。薄，讚！ 「米肠」蝦少，炸物多。脆口但略。 「XO酱山椒蒸凤爪」辣，軟糯，膨脹的很到位。火力足！ 「传工炸」夠大！夠脆！剛剛好。 「生滚枸杞猪」太鹹啦！只好配條吃。,5,社會牛,,111515699,http://evt.dianping.com/synthesislink/5385.html?shopId=111515699,40,2019-03-04 12:41
喝个夜茶～出ok，食材满意，务不错。确认订单的时候。务：呃，不有。：不。务：好的。准备去录单折回来。务：一个人吃六个菜好像真的有。：不，吃得完！【烧麦】顶上的虾新鲜饱满到跳起来，吃起来啖啖肉，不味道淡了些。【蒸凤爪】关【药膳煲凤爪】药材味不很重，虽然不算很软烂，但爪子挺肥。【菜心】不老【双奶】个比一般，不够嫩，不建议。【晶经典梅菓】DuangDuang的就上来了，造型特别，其实就是包裹着罐头的冻。＊布座椅有很污渍，起来脏脏的,6,美树子,,111515699,http://evt.dianping.com/synthesislink/5385.html?shopId=111515699,40,2019-03-02 19:45
2⃣️0⃣️1⃣️9⃣️No.116继去年在繁楼罗湖店下深刻印象，福田华强北区域连开了两家分店，这次去的华强北店，具浓厚的老州西关风情，统一的中式风格。【经典莓菊酥】金菊绽放，栩栩如生的菊造型，实属考究心师傅的手艺，八瓣相围，层层叠叠的褶皱，自然而然酥脆口。【冰山榴媚娘】萌萌哒的小爱，散发诱人的美味，软糯香甜。【山西醋浸凤爪】弃酱香的蒸凤爪，保醋味浓郁又酸爽味的凤爪，不愧为必吃的一道餐前小吃。【旗参虾饺】虾饺作为心的天王，也需要创。上一靓丽色的“衣”，再旗参浓汤的泡浴，种芙蓉出水的娇滴。【顺德良双皮】按位上，杏薄片缀饰，香甜细滑，着浓厚的香，推甜一。,7,小飞柏,,111515699,http://evt.dianping.com/synthesislink/5385.html?shopId=111515699,50,2019-03-14 23:28
位置：车去的，平安银行附近，的店，去的时候氛围蛮的。年期间去的，人还是多，小子叽叽喳喳，服务不太多，点了单，等了二分钟右，终于上菜了，结果一次性差不多都上了，哈哈。味很不错，没什么槽点服务有空还帮我冲茶，也是挺贴心的，哈哈。【蟹子猪肉丸】第一次吃蟹子猪肉丸，点点呀！年期间 ，发也用了，人280右～,8,娜娜子,,111515699,http://evt.dianping.com/synthesislink/5385.html?shopId=111515699,40,2019-02-19 11:08
位置：车去的，平安银行附近，的店，去的时候氛围蛮的。年期间去的，人还是多，小子叽叽喳喳，服务不太多，点了单，等了二分钟右，终于上菜了，结果一次性差不多都上了，哈哈。味很不错，没什么槽点服务有空还帮我冲茶，也是挺贴心的，哈哈。【蟹子猪肉丸】第一次吃蟹子猪肉丸，点点呀！年期间 ，发也用了，人280右～,9,Riya29,,111515699,http://evt.dianping.com/synthesislink/5385.html?shopId=111515699,50,2019-03-09 21:44
一大早就老公岸，小电车充电，顺便陶陶排队早茶。过年那想，但是人实在太，且要十才营业，就没上。趁充电的时间了一。9：40到，人不。就了号等营业。[服务]营业，就服务带入座。服务服务的很周到，怕我不能茶，我倒了温。还我了靠。下单到上菜还挺快的！【菜】「陶陶大虾饺」虾饺很饱，很大只！她的辣椒酱很香！很赞！「蒸凤爪」酱，其他酒店到的味道差异大。人不太喜欢。「流沙奶黄猪猪包」猪猪包很！流沙很！就是了一就腻。「杨枝甘露」因为没豆浆，老公说以，我就啦！哈哈哈～奶味重，稠，过。味道还是以的。「鱼子香菇烧卖皇」烧真的！大颗饱！赞！很香啊！原味一，沾辣椒酱一！棒👅「虾肠」虾滑韭黄蛋肠，很！的，老公的很开心！「松露晶饺」看起很高级，但是味道没想象中那么惊艳，还是虾饺烧我老公两人就了两百！在注新，买单还返到卡。！打包了300回带人都很，就是心疼钱包,0,Liuerbi,,108332969,http://evt.dianping.com/synthesislink/5385.html?shopId=108332969,50,2019-03-17  更新于2019-03-17 13:27
前气高居不下的店家，终于有机来试试，工作日的晚餐，七到等了就入座了！桌椅位置都有小，两了几招牌，上菜度般，没有快也不超慢。豆腐致的好评，酥嫩～芝士糯鸡很香，颠覆以往的印象，多了有腻！丝秋葵有油～虾酱生菜煲份量挺足的，了好没完！样菜两妹纸的很饱了～～整体不错，如果排很去就没必要了。也许是现在对排长龙的都望而止吧～,1,vitinaw,,108332969,http://evt.dianping.com/synthesislink/5385.html?shopId=108332969,40,2019-03-18 14:18
深圳海岸城开了几年我都是第一次到访，气氛都是大型商场的格局，流不少，香港都比较喜欢逛逛，因邻深圳岸，乘塔巴士回港方便捷。今晚去了历史悠久的陶陶居晚膳，感觉比起香港一些酒楼更水准。先前菜合桃笋，劲爽的笋嚼，清的道开始叫唤蕾。肉煮的，够腍吸收了汤的精华入。肉条稍为失色，没，能己溶入汤汁内了。香葱鸡嫩滑，表面上的看腻，其实香惹。葱丝爆过，生的，种不同感与鸡块同，正！煲抵食，民幤68元就大个。滑溜。采用了药膳煲煮，非常滋补。,2,pcsychow,,108332969,http://evt.dianping.com/synthesislink/5385.html?shopId=108332969,40,2019-03-18 10:15
第二家，早上10海才开门，着去发现经坐了了一半位置，上吃的芝士糯米鸡真是意犹未尽，但发现吃多了还是挺腻的，大虾饺鲜虾滑蛋肠粉里面的虾真的大，第一感觉吃虾吃到有腻，真的诚意，本要招牌的荔湾仔，后忘记了了窝蛋牛肉，牛肉很嫩滑还不错，关西牛腩面完全没味道，基本吃不下去，总说还是挺不错，值得,3,绾绾猫,,108332969,http://evt.dianping.com/synthesislink/5385.html?shopId=108332969,40,2019-03-22 10:24
首先，诉再是和的朋友一认为的楼它不仅点的炒菜的菜式很赞温馨提示：之自己的时间到达可美味不等先排号样之不等太久等消磨时光并且疲倦。餐时间规定，两小时餐。「陶陶百年」不愧是招牌 皮就垂涎三尺沾梅子送去口中 就是间最美味的一瞬间给的是腿部分 嘻嘻懂的更喜！「上汤枸杞浸猪潤」枸杞选的不够鲜汤底的混浊腻唯独猪肝还挺希望善汤底法竟上汤的汤底得清爽 蔬菜的才舒服「凤爪」喝的一经典，的凤爪是很入口的软，喜种不同的是它是和蘑菇一起的还不错，滋味。「黑鱼子香菇」(&gt;ω&lt;)实！饱  里面加了香菇增添味的鲜美「粉基围」蒜蓉粉算是常菜的一种陶陶的开边蒜得蒜汁浸入里起鲜甜，因为很鲜点一份炖鸡汤，普就不说啥了。综感受：值得一！老字号能到今日自然它的水准示再的喜它连点菜都的很意就不单点较元化的选择感想很的朋友要哦！位费8元/位记得提手拿号排队！！想试试「镇咕噜肉」「鲜果榴莲天酥」「沙奶黄猪猪包」,4,Hello你个胖秋秋,,108332969,http://evt.dianping.com/synthesislink/5385.html?shopId=108332969,40,2019-03-17 11:15
盅两件，州叹茶习惯由来已久，叹茶文化渗日常生活。开业于光绪六年（1880年）州最名气的茶楼，开到深圳啦，刻成为直是网红店。下载app网上约，可免去等排队烦恼。店家也满性化的，若是可向顺延三个不是消。店内环境现代元素为主，其不乏统文化元素。面积蛮的，围台卡等，食客满满。菊茶，8/青瓷茶壶茶杯，还个小火炉， 意境。 色瓷上印字样和木棉，雅致画龙点睛。金牌蜜汁叉烧，68肉嫩，味浓，喜。百酱皇凤爪，30凤爪软糯，百不厌。卡珍士焗糯鸡，32统的糯鸡是包裹在叶里的。与时俱进的理念吧，现在好多家酒店的糯鸡都改良了，比如说金翠皇宫、蔡澜港式点心等。家店的糯鸡，盛放在小平底锅里，看来点像披萨。来味道还是蛮好的，喜。清深海龙趸，166/1.3斤火候掌控的正好，新鲜，肉嫩滑。摆也清爽。锅蟹豆腐煲，58应该说是没出蟹，般般啦。蒜蓉粉丝秋葵，39喜秋葵，喜粉丝，喜蒜蓉味，个菜还不错。招牌港式奶茶，22很啦。饭，5/碗服务规，还可。春期间加收10%服务费。交自停车场车，蛮方便。地铁二线海站，也很方便。,5,haonana,,108332969,http://evt.dianping.com/synthesislink/5385.html?shopId=108332969,40,2019-03-07 16:53
"媳是，省内的慕名过，曾经为了嘴巴，专坐巴佛山（穷，还没买车），所以2019年为了媳决定评上用心记录过的滴滴，能携手天食，是媳的幸福！不啰嗦，讲讲的食经验吧～元宵实不知啥，想新的，媳孕了，不能食辣，选择范围子缩了很。楼媳灵光（平常就候智慧了），说海岸粤菜挺名，还没试过，让叫上老闺蜜夫，没经脑就同意了，是，走！！路上评上照习惯浏了评上的评价，得知是1880年开的百年老，兴趣浓厚了很，到，等了才排到，果然棚……「环境」[环境]内的确说的样，较挤，五安排张四，还弟较瘦，不然尴尬「务」[务]务员不，很忙碌，还不错（因为自就是开的，所以能得别的自的员工认，），就是买的候插曲，因为他支持餐桌上二维码自助买，买了之却莫名其妙拉回前台，说确认买了没买，额，是，虐没毛病～「菜」菜种不，百年老，业，自然攒不“宝贝”，但说实话，没太，桌本上菜上了拇指的菜了，菜按的独评，不错，但了回忘的亮，似乎什么，不楼的王，了顿很满足，隔段间会念想，不顺德公的掌亦，饿了的候总会想，更不老民族渔舫的十香龙🦞，啧啧啧，顿，惊艳毕生……慨，接评菜：「冰镇咕噜」菜拿第评是劝食客千万别，坑，虽然还以，甜度适，得是外酥，但性价绝对低到脚丫子🦶！68，咕噜约就十不到，五两不够，关键是摆重问题，换碟，全是冰（面颗蓝莓缀），的确让哭笑不得，西餐日料能，但拿糊，是孰不哪！「酥豆」菜连餐饮子的丈母娘手动赞的确不错，豆得初恋情的手，豆醇厚甜，外面的皮得不其他说的么厚，较薄，饭步的候还说没想明白怎么得么（很餐馆说自的厨艺不餐馆师傅的老的认输了）。豆配汁，不建议沾，会破它原本的自然清香「啫啫生菜煲」是演性质强的菜，，意思，刚落座的候，隔壁了玩，挺带劲的，生菜刻，油滋拉滋拉的跳，股咸香，实诱的很，过没不如香，很新，咸淡适（本重，另作参）「炒」菜评论上较见，没预期，实际体验很不错，荷豆很新，颗颗满脆绿，较腻，算得上菜谱的清新，同为“”的很滑爽，外面布带焦的咸，跳跳糖的蕾同，不错顺带面的「砂什菌煲」，面荷豆，但菜充分了印证了橘生淮南为橘,生淮北为枳的理，面的荷豆搭配面，怪怪的，破了菌的香，而且整菜，得吐……「居百年烧」名字糊了，百年烧，听威，但食意思，理了思路，估计是百年前先喜欢的，先没的待遇，得没，能就没讲究的么，的要说，还是楼鹏鹏的入「居饺」字，皮太厚，皮是挺嚼劲的，但到第二就它的厚度烦到了，接馅走，但馅不太稳定，第很肥，第二很碎，般般「金钱肚」金钱肚质粉，劲适，不虚深圳第四的排名「酥皮牛菠萝包」说菠萝包，因为菜的确只适合，咬，了浆，牛溢了桌，较狈，不过牛的很浓郁，配合脆硬的外皮，香！就以了，第二会腻，五了两，，睡谁不，，怜的食～脆香 按理说似菜不应两，但媳还是想，的菜唯独没让失望，炒不样，面炒鸡，的原始原其他菜乏陈，不费墨了，桌，五了800，说是春涨价，了10%务费，均百，不贵，但性价还了，面菜还没，还会过试，体验食，信“见为实，为”，网上评论再，自得的才是的，所以还没评价的佳肴，等遇见吧！",6,海豚湾老人,,108332969,http://evt.dianping.com/synthesislink/5385.html?shopId=108332969,50,2019-02-21 00:01
种已的陶陶终于深圳啦！前去广州没会，现可深圳就到了，三好友起去探店。「陶陶饺」饺是我对广式点的执，面师傅现场制作，每个饺里嫩的仁。「口酥腐」孙先生的最 没次必点 面是炸的酥酥的壳 里面是嫩腐 配上辣酱 「啫啫生菜煲」据说是招牌菜 生菜的品很好 很脆「卡珍芝士焗糯米鸡」和名字样的芝士和糯米鸡的配搭，多可点，多腻了。「冰镇咕噜肉」是道招牌菜 象中应该像电影汉全席中的样 咬开面的壳汤汁流 可象的好 起点失望 [境]很紧凑的布局 的地方利起 面还露位 打破传统广式酒楼的样 点现流行的轻奢风 [务]般样的餐厅 位是肯定的 不过网上号 是很方便 等位的是本配置 餐时间两小时 上菜速度很快 三个时间是肯定足够 多是什么情况就不清楚啦总是家品 准线的网红店,7,小板擦,,108332969,http://evt.dianping.com/synthesislink/5385.html?shopId=108332969,50,2019-02-21 19:12
居在广州听说就很名了，现在开到深圳，然不能错过啦！！到比较早，但里面经密密麻麻坐的差不了，见门！了几样推荐最的招牌菜～整体道还是很不错的！士糯米，个人并不是很推荐，道是好的，但是太腻了，吃了块就吃不了……还是喜欢吃传统糯米……酥腐，满分！嫩腐外面裹了殊的外皮得别酥～搭配甜的泰式酱料炒好吃！不过刚上的时候心会很哦！生菜煲，道也不错，量很大！是整颗生菜在里面的，烧好滚的砂锅直接端上，现场烹饪～基超级爱吃，但我就还好，青菜吃了就是。冰咕咾肉，这个的很棒了！不过也蛮唬人的哈哈哈哈哈端上那大盘，肉其实也就十块左吧！不过冰冰凉凉的感还是挺不错的～依旧是酸甜的菜！里面的肉肥没，肉质也很嫩，别棒了！后因为大部分是甜的菜，又家了蒜香骨和个汤。汤是那个什猪的，道很很好喝！还别腻！蒜香骨其实比较般了，油大，吃了块就吃不进了……其他的浪费了没吃……里人很旺，所以环境比较嘈也是以理的，服务员很眼力见儿，到空了就会直替加～如机会要试试比较冷门的菜了！,8,貓老師,,108332969,http://evt.dianping.com/synthesislink/5385.html?shopId=108332969,40,2019-01-28 09:44
#2019打卡#听友说要排排很久，一出便了号，去到可以入座。周末很人，开始找不到餐厅准备问人，结果一转发现有一堆人餐厅口排，不用就知是了。位很，显拥挤。上菜速度很快，务员脚麻利有礼貌。【xx糯米鸡】噱头大过实际，友切开拍了小视频，就了外面是芝士，里面是糯米，这于消化不的我来说，这有毒友吃完说，没什么特。【xx包】流水产品，味非常不行，面皮太，内馅太少，并且内馅不吃。比的包，这的不行。【xx大油条】脆脆的，还挺吃，不过果油纸再力些就更了。泡粥里吃很。务员很，脚也很麻利，态度谦和有礼貌，很赞。,9,uncleRice,,108332969,http://evt.dianping.com/synthesislink/5385.html?shopId=108332969,30,2019-02-27  更新于2019-02-27 09:15
